date,time,sec,sat,SNR,EL,res,label,LOS,Multipath,NLOS
2019/10/09,07:18:41.0,285521.0,G05,39.000,34.4 ,6.083,1.0,1,0,0
2019/10/09,07:18:42.0,285522.0,G05,40.000,34.4 ,6.244,1.0,1,0,0
2019/10/09,07:18:43.0,285523.0,G05,41.000,34.4 ,6.364,1.0,1,0,0
2019/10/09,07:18:44.0,285524.0,G05,41.000,34.4 ,6.521,1.0,1,0,0
2019/10/09,07:18:45.0,285525.0,G05,41.000,34.4 ,6.711,1.0,1,0,0
2019/10/09,07:18:46.0,285526.0,G05,42.000,34.4 ,6.999,1.0,1,0,0
2019/10/09,07:18:47.0,285527.0,G05,42.000,34.4 ,7.112,1.0,1,0,0
2019/10/09,07:18:48.0,285528.0,G05,42.000,34.4 ,7.246,1.0,1,0,0
2019/10/09,07:18:49.0,285529.0,G05,43.000,34.4 ,7.28,1.0,1,0,0
2019/10/09,07:18:50.0,285530.0,G05,43.000,34.3 ,7.216,1.0,1,0,0
2019/10/09,07:18:51.0,285531.0,G05,43.000,34.3 ,7.126,1.0,1,0,0
2019/10/09,07:18:52.0,285532.0,G05,42.000,34.3 ,6.976,1.0,1,0,0
2019/10/09,07:18:53.0,285533.0,G05,42.000,34.3 ,6.632,1.0,1,0,0
2019/10/09,07:18:54.0,285534.0,G05,42.000,34.3 ,6.658,1.0,1,0,0
2019/10/09,07:18:55.0,285535.0,G05,42.000,34.3 ,6.785,1.0,1,0,0
2019/10/09,07:18:56.0,285536.0,G05,42.000,34.3 ,6.749,1.0,1,0,0
2019/10/09,07:18:57.0,285537.0,G05,42.000,34.3 ,6.366,1.0,1,0,0
2019/10/09,07:18:58.0,285538.0,G05,42.000,34.3 ,5.951,1.0,1,0,0
2019/10/09,07:18:59.0,285539.0,G05,42.000,34.3 ,5.385,1.0,1,0,0
2019/10/09,07:19:00.0,285540.0,G05,41.000,34.3 ,5.074,1.0,1,0,0
2019/10/09,07:19:01.0,285541.0,G05,41.000,34.3 ,4.81,1.0,1,0,0
2019/10/09,07:19:02.0,285542.0,G05,41.000,34.3 ,4.534,1.0,1,0,0
2019/10/09,07:19:03.0,285543.0,G05,40.000,34.3 ,4.18,1.0,1,0,0
2019/10/09,07:19:04.0,285544.0,G05,41.000,34.3 ,3.907,1.0,1,0,0
2019/10/09,07:19:05.0,285545.0,G05,41.000,34.3 ,3.641,1.0,1,0,0
2019/10/09,07:19:06.0,285546.0,G05,40.000,34.3 ,3.296,1.0,1,0,0
2019/10/09,07:19:07.0,285547.0,G05,40.000,34.2 ,3.116,1.0,1,0,0
2019/10/09,07:19:08.0,285548.0,G05,40.000,34.2 ,2.824,1.0,1,0,0
2019/10/09,07:19:09.0,285549.0,G05,40.000,34.2 ,2.695,1.0,1,0,0
2019/10/09,07:19:10.0,285550.0,G05,41.000,34.2 ,2.746,1.0,1,0,0
2019/10/09,07:19:11.0,285551.0,G05,41.000,34.2 ,2.702,1.0,1,0,0
2019/10/09,07:19:12.0,285552.0,G05,41.000,34.2 ,2.664,1.0,1,0,0
2019/10/09,07:19:13.0,285553.0,G05,41.000,34.2 ,2.642,1.0,1,0,0
2019/10/09,07:19:14.0,285554.0,G05,41.000,34.2 ,2.843,1.0,1,0,0
2019/10/09,07:19:15.0,285555.0,G05,41.000,34.2 ,2.973,1.0,1,0,0
2019/10/09,07:19:16.0,285556.0,G05,41.000,34.2 ,3.068,1.0,1,0,0
2019/10/09,07:19:17.0,285557.0,G05,42.000,34.2 ,3.193,1.0,1,0,0
2019/10/09,07:19:18.0,285558.0,G05,42.000,34.2 ,3.227,1.0,1,0,0
2019/10/09,07:19:19.0,285559.0,G05,43.000,34.2 ,3.404,1.0,1,0,0
2019/10/09,07:19:20.0,285560.0,G05,43.000,34.2 ,3.512,1.0,1,0,0
2019/10/09,07:19:21.0,285561.0,G05,43.000,34.2 ,3.412,1.0,1,0,0
2019/10/09,07:19:22.0,285562.0,G05,43.000,34.2 ,3.168,1.0,1,0,0
2019/10/09,07:19:23.0,285563.0,G05,43.000,34.2 ,3.008,1.0,1,0,0
2019/10/09,07:19:24.0,285564.0,G05,43.000,34.1 ,2.965,1.0,1,0,0
2019/10/09,07:19:25.0,285565.0,G05,44.000,34.1 ,2.708,1.0,1,0,0
2019/10/09,07:19:26.0,285566.0,G05,44.000,34.1 ,2.332,1.0,1,0,0
2019/10/09,07:19:27.0,285567.0,G05,44.000,34.1 ,2.069,1.0,1,0,0
2019/10/09,07:19:28.0,285568.0,G05,44.000,34.1 ,2.074,1.0,1,0,0
2019/10/09,07:19:29.0,285569.0,G05,44.000,34.1 ,2.17,1.0,1,0,0
2019/10/09,07:19:30.0,285570.0,G05,44.000,34.1 ,2.002,1.0,1,0,0
2019/10/09,07:19:31.0,285571.0,G05,44.000,34.1 ,1.784,1.0,1,0,0
2019/10/09,07:19:32.0,285572.0,G05,44.000,34.1 ,1.596,1.0,1,0,0
2019/10/09,07:19:33.0,285573.0,G05,44.000,34.1 ,1.398,1.0,1,0,0
2019/10/09,07:19:34.0,285574.0,G05,45.000,34.1 ,1.361,1.0,1,0,0
2019/10/09,07:19:35.0,285575.0,G05,45.000,34.1 ,1.097,1.0,1,0,0
2019/10/09,07:19:36.0,285576.0,G05,45.000,34.1 ,1.222,1.0,1,0,0
2019/10/09,07:19:37.0,285577.0,G05,45.000,34.1 ,1.208,1.0,1,0,0
2019/10/09,07:19:38.0,285578.0,G05,45.000,34.1 ,1.253,1.0,1,0,0
2019/10/09,07:19:39.0,285579.0,G05,45.000,34.1 ,1.353,1.0,1,0,0
2019/10/09,07:19:40.0,285580.0,G05,45.000,34.0 ,1.098,1.0,1,0,0
2019/10/09,07:19:41.0,285581.0,G05,46.000,34.0 ,0.912,1.0,1,0,0
2019/10/09,07:19:42.0,285582.0,G05,46.000,34.0 ,0.88,1.0,1,0,0
2019/10/09,07:19:43.0,285583.0,G05,45.000,34.0 ,0.757,1.0,1,0,0
2019/10/09,07:19:44.0,285584.0,G05,45.000,34.0 ,0.568,1.0,1,0,0
2019/10/09,07:19:45.0,285585.0,G05,45.000,34.0 ,0.423,1.0,1,0,0
2019/10/09,07:19:46.0,285586.0,G05,45.000,34.0 ,0.372,1.0,1,0,0
2019/10/09,07:19:47.0,285587.0,G05,45.000,34.0 ,0.164,1.0,1,0,0
2019/10/09,07:19:48.0,285588.0,G05,45.000,34.0 ,-0.077,1.0,1,0,0
2019/10/09,07:19:49.0,285589.0,G05,45.000,34.0 ,-0.115,1.0,1,0,0
2019/10/09,07:19:50.0,285590.0,G05,45.000,34.0 ,0.092,1.0,1,0,0
2019/10/09,07:19:51.0,285591.0,G05,45.000,34.0 ,0.02,1.0,1,0,0
2019/10/09,07:19:52.0,285592.0,G05,45.000,34.0 ,0.068,1.0,1,0,0
2019/10/09,07:19:53.0,285593.0,G05,45.000,34.0 ,-0.196,1.0,1,0,0
2019/10/09,07:19:54.0,285594.0,G05,45.000,34.0 ,-0.064,1.0,1,0,0
2019/10/09,07:19:55.0,285595.0,G05,45.000,34.0 ,0.18,1.0,1,0,0
2019/10/09,07:19:56.0,285596.0,G05,45.000,34.0 ,0.377,1.0,1,0,0
2019/10/09,07:19:57.0,285597.0,G05,45.000,33.9 ,0.387,1.0,1,0,0
2019/10/09,07:19:58.0,285598.0,G05,45.000,33.9 ,0.4,1.0,1,0,0
2019/10/09,07:19:59.0,285599.0,G05,45.000,33.9 ,0.365,1.0,1,0,0
2019/10/09,07:20:00.0,285600.0,G05,45.000,33.9 ,0.174,1.0,1,0,0
2019/10/09,07:20:01.0,285601.0,G05,45.000,33.9 ,0.14,1.0,1,0,0
2019/10/09,07:20:02.0,285602.0,G05,45.000,33.9 ,0.16,1.0,1,0,0
2019/10/09,07:20:03.0,285603.0,G05,45.000,33.9 ,-0.212,1.0,1,0,0
2019/10/09,07:20:04.0,285604.0,G05,45.000,33.9 ,-0.168,1.0,1,0,0
2019/10/09,07:20:05.0,285605.0,G05,45.000,33.9 ,-0.163,1.0,1,0,0
2019/10/09,07:20:06.0,285606.0,G05,46.000,33.9 ,-0.441,1.0,1,0,0
2019/10/09,07:20:07.0,285607.0,G05,46.000,33.9 ,-0.547,0.0,0,1,0
2019/10/09,07:20:08.0,285608.0,G05,45.000,33.9 ,-0.622,0.0,0,1,0
2019/10/09,07:20:09.0,285609.0,G05,46.000,33.9 ,-0.74,0.0,0,1,0
2019/10/09,07:20:10.0,285610.0,G05,46.000,33.9 ,-0.651,0.0,0,1,0
2019/10/09,07:20:11.0,285611.0,G05,46.000,33.9 ,-0.756,0.0,0,1,0
2019/10/09,07:20:12.0,285612.0,G05,46.000,33.9 ,-0.843,0.0,0,1,0
2019/10/09,07:20:13.0,285613.0,G05,46.000,33.9 ,-0.858,0.0,0,1,0
2019/10/09,07:20:14.0,285614.0,G05,46.000,33.8 ,-0.861,0.0,0,1,0
2019/10/09,07:20:15.0,285615.0,G05,46.000,33.8 ,-0.825,0.0,0,1,0
2019/10/09,07:20:16.0,285616.0,G05,46.000,33.8 ,-0.744,0.0,0,1,0
2019/10/09,07:20:17.0,285617.0,G05,46.000,33.8 ,-0.671,0.0,0,1,0
2019/10/09,07:20:18.0,285618.0,G05,47.000,33.8 ,-0.634,-1.0,0,0,1
2019/10/09,07:20:19.0,285619.0,G05,47.000,33.8 ,-0.553,-1.0,0,0,1
2019/10/09,07:20:20.0,285620.0,G05,47.000,33.8 ,-0.451,-1.0,0,0,1
2019/10/09,07:20:21.0,285621.0,G05,47.000,33.8 ,-0.379,-1.0,0,0,1
2019/10/09,07:20:22.0,285622.0,G05,47.000,33.8 ,-0.178,-1.0,0,0,1
2019/10/09,07:20:23.0,285623.0,G05,48.000,33.8 ,0.002,-1.0,0,0,1
2019/10/09,07:20:24.0,285624.0,G05,48.000,33.8 ,0.302,-1.0,0,0,1
2019/10/09,07:20:25.0,285625.0,G05,48.000,33.8 ,0.495,-1.0,0,0,1
2019/10/09,07:20:26.0,285626.0,G05,48.000,33.8 ,0.576,-1.0,0,0,1
2019/10/09,07:20:27.0,285627.0,G05,48.000,33.8 ,0.715,-1.0,0,0,1
2019/10/09,07:20:28.0,285628.0,G05,48.000,33.8 ,0.964,-1.0,0,0,1
2019/10/09,07:20:29.0,285629.0,G05,48.000,33.8 ,1.109,-1.0,0,0,1
2019/10/09,07:20:30.0,285630.0,G05,48.000,33.7 ,1.122,-1.0,0,0,1
2019/10/09,07:20:31.0,285631.0,G05,48.000,33.7 ,1.314,-1.0,0,0,1
2019/10/09,07:20:32.0,285632.0,G05,48.000,33.7 ,2.201,-1.0,0,0,1
2019/10/09,07:20:33.0,285633.0,G05,49.000,33.7 ,1.906,-1.0,0,0,1
2019/10/09,07:20:34.0,285634.0,G05,49.000,33.7 ,2.082,-1.0,0,0,1
2019/10/09,07:20:35.0,285635.0,G05,49.000,33.7 ,2.228,-1.0,0,0,1
2019/10/09,07:20:36.0,285636.0,G05,49.000,33.7 ,2.152,-1.0,0,0,1
2019/10/09,07:20:37.0,285637.0,G05,49.000,33.7 ,1.893,-1.0,0,0,1
2019/10/09,07:20:38.0,285638.0,G05,49.000,33.7 ,1.975,-1.0,0,0,1
2019/10/09,07:20:39.0,285639.0,G05,49.000,33.7 ,2.022,-1.0,0,0,1
2019/10/09,07:20:40.0,285640.0,G05,49.000,33.7 ,2.035,-1.0,0,0,1
2019/10/09,07:20:41.0,285641.0,G05,49.000,33.7 ,1.892,-1.0,0,0,1
2019/10/09,07:20:42.0,285642.0,G05,49.000,33.7 ,2.076,-1.0,0,0,1
2019/10/09,07:20:43.0,285643.0,G05,49.000,33.7 ,2.106,-1.0,0,0,1
2019/10/09,07:20:44.0,285644.0,G05,49.000,33.7 ,2.302,-1.0,0,0,1
2019/10/09,07:20:45.0,285645.0,G05,49.000,33.7 ,2.409,-1.0,0,0,1
2019/10/09,07:20:46.0,285646.0,G05,50.000,33.7 ,2.542,-1.0,0,0,1
2019/10/09,07:20:47.0,285647.0,G05,50.000,33.6 ,2.57,-1.0,0,0,1
2019/10/09,07:20:48.0,285648.0,G05,50.000,33.6 ,2.737,-1.0,0,0,1
2019/10/09,07:20:49.0,285649.0,G05,50.000,33.6 ,2.396,-1.0,0,0,1
2019/10/09,07:20:50.0,285650.0,G05,50.000,33.6 ,2.205,-1.0,0,0,1
2019/10/09,07:20:51.0,285651.0,G05,50.000,33.6 ,1.91,-1.0,0,0,1
2019/10/09,07:20:52.0,285652.0,G05,49.000,33.6 ,2.23,-1.0,0,0,1
2019/10/09,07:20:53.0,285653.0,G05,49.000,33.6 ,2.31,-1.0,0,0,1
2019/10/09,07:20:54.0,285654.0,G05,49.000,33.6 ,3.006,-1.0,0,0,1
2019/10/09,07:20:55.0,285655.0,G05,49.000,33.6 ,2.85,-1.0,0,0,1
2019/10/09,07:20:56.0,285656.0,G05,49.000,33.6 ,2.396,-1.0,0,0,1
2019/10/09,07:20:57.0,285657.0,G05,49.000,33.6 ,1.619,-1.0,0,0,1
2019/10/09,07:20:58.0,285658.0,G05,49.000,33.6 ,0.282,-1.0,0,0,1
2019/10/09,07:20:59.0,285659.0,G05,49.000,33.6 ,0.281,-1.0,0,0,1
2019/10/09,07:21:00.0,285660.0,G05,49.000,33.6 ,0.375,-1.0,0,0,1
2019/10/09,07:21:01.0,285661.0,G05,49.000,33.6 ,-0.518,-1.0,0,0,1
2019/10/09,07:21:02.0,285662.0,G05,48.000,33.6 ,-0.904,-1.0,0,0,1
2019/10/09,07:21:03.0,285663.0,G05,48.000,33.6 ,-0.986,-1.0,0,0,1
2019/10/09,07:21:04.0,285664.0,G05,48.000,33.5 ,-0.511,-1.0,0,0,1
2019/10/09,07:21:05.0,285665.0,G05,48.000,33.5 ,-0.831,-1.0,0,0,1
2019/10/09,07:21:06.0,285666.0,G05,48.000,33.5 ,-0.161,-1.0,0,0,1
2019/10/09,07:21:07.0,285667.0,G05,48.000,33.5 ,-0.05,-1.0,0,0,1
2019/10/09,07:21:08.0,285668.0,G05,48.000,33.5 ,-0.466,-1.0,0,0,1
2019/10/09,07:21:09.0,285669.0,G05,48.000,33.5 ,-0.234,-1.0,0,0,1
2019/10/09,07:21:10.0,285670.0,G05,48.000,33.5 ,-1.063,-1.0,0,0,1
2019/10/09,07:21:11.0,285671.0,G05,48.000,33.5 ,-0.852,-1.0,0,0,1
2019/10/09,07:21:12.0,285672.0,G05,48.000,33.5 ,-0.805,-1.0,0,0,1
2019/10/09,07:21:13.0,285673.0,G05,48.000,33.5 ,-0.112,-1.0,0,0,1
2019/10/09,07:21:14.0,285674.0,G05,48.000,33.5 ,0.091,-1.0,0,0,1
2019/10/09,07:21:15.0,285675.0,G05,48.000,33.5 ,0.465,-1.0,0,0,1
2019/10/09,07:21:16.0,285676.0,G05,48.000,33.5 ,0.6,-1.0,0,0,1
2019/10/09,07:21:17.0,285677.0,G05,48.000,33.5 ,0.355,-1.0,0,0,1
2019/10/09,07:21:18.0,285678.0,G05,48.000,33.5 ,-0.68,-1.0,0,0,1
2019/10/09,07:21:19.0,285679.0,G05,48.000,33.5 ,-0.936,-1.0,0,0,1
2019/10/09,07:21:20.0,285680.0,G05,48.000,33.4 ,-1.267,-1.0,0,0,1
2019/10/09,07:21:21.0,285681.0,G05,48.000,33.4 ,-1.094,-1.0,0,0,1
2019/10/09,07:21:22.0,285682.0,G05,48.000,33.4 ,-1.074,-1.0,0,0,1
2019/10/09,07:21:23.0,285683.0,G05,48.000,33.4 ,-0.982,-1.0,0,0,1
2019/10/09,07:21:24.0,285684.0,G05,48.000,33.4 ,-2.241,-1.0,0,0,1
2019/10/09,07:21:25.0,285685.0,G05,48.000,33.4 ,-1.577,-1.0,0,0,1
2019/10/09,07:21:26.0,285686.0,G05,48.000,33.4 ,-1.879,-1.0,0,0,1
2019/10/09,07:21:27.0,285687.0,G05,48.000,33.4 ,-1.545,-1.0,0,0,1
2019/10/09,07:21:28.0,285688.0,G05,48.000,33.4 ,-1.193,-1.0,0,0,1
2019/10/09,07:21:29.0,285689.0,G05,48.000,33.4 ,-1.31,-1.0,0,0,1
2019/10/09,07:21:30.0,285690.0,G05,48.000,33.4 ,-1.623,-1.0,0,0,1
2019/10/09,07:21:31.0,285691.0,G05,48.000,33.4 ,-1.653,-1.0,0,0,1
2019/10/09,07:21:32.0,285692.0,G05,48.000,33.4 ,-2.633,-1.0,0,0,1
2019/10/09,07:21:33.0,285693.0,G05,48.000,33.4 ,-2.2,-1.0,0,0,1
2019/10/09,07:21:34.0,285694.0,G05,48.000,33.4 ,-3.305,-1.0,0,0,1
2019/10/09,07:21:35.0,285695.0,G05,48.000,33.4 ,-4.019,-1.0,0,0,1
2019/10/09,07:21:36.0,285696.0,G05,48.000,33.4 ,-4.136,-1.0,0,0,1
2019/10/09,07:21:37.0,285697.0,G05,48.000,33.3 ,-4.157,-1.0,0,0,1
2019/10/09,07:21:38.0,285698.0,G05,48.000,33.3 ,-2.099,-1.0,0,0,1
2019/10/09,07:21:39.0,285699.0,G05,48.000,33.3 ,-2.202,-1.0,0,0,1
2019/10/09,07:21:40.0,285700.0,G05,48.000,33.3 ,-1.871,-1.0,0,0,1
2019/10/09,07:21:41.0,285701.0,G05,48.000,33.3 ,-1.846,-1.0,0,0,1
2019/10/09,07:21:42.0,285702.0,G05,48.000,33.3 ,-1.734,-1.0,0,0,1
2019/10/09,07:21:43.0,285703.0,G05,48.000,33.3 ,-1.01,-1.0,0,0,1
2019/10/09,07:21:44.0,285704.0,G05,48.000,33.3 ,-1.149,-1.0,0,0,1
2019/10/09,07:21:45.0,285705.0,G05,48.000,33.3 ,-0.959,-1.0,0,0,1
2019/10/09,07:21:46.0,285706.0,G05,48.000,33.3 ,-0.644,-1.0,0,0,1
2019/10/09,07:21:47.0,285707.0,G05,48.000,33.3 ,-0.624,-1.0,0,0,1
2019/10/09,07:21:48.0,285708.0,G05,48.000,33.3 ,3.97,-1.0,0,0,1
2019/10/09,07:21:49.0,285709.0,G05,49.000,33.3 ,-0.543,-1.0,0,0,1
2019/10/09,07:21:50.0,285710.0,G05,49.000,33.3 ,-0.586,-1.0,0,0,1
2019/10/09,07:21:51.0,285711.0,G05,49.000,33.3 ,-0.782,-1.0,0,0,1
2019/10/09,07:21:52.0,285712.0,G05,49.000,33.3 ,-0.637,-1.0,0,0,1
2019/10/09,07:21:53.0,285713.0,G05,49.000,33.2 ,0.003,-1.0,0,0,1
2019/10/09,07:21:54.0,285714.0,G05,49.000,33.2 ,-1.888,-1.0,0,0,1
2019/10/09,07:21:55.0,285715.0,G05,49.000,33.2 ,-2.514,-1.0,0,0,1
2019/10/09,07:21:56.0,285716.0,G05,49.000,33.2 ,-2.471,-1.0,0,0,1
2019/10/09,07:21:57.0,285717.0,G05,49.000,33.2 ,-2.058,-1.0,0,0,1
2019/10/09,07:21:58.0,285718.0,G05,49.000,33.2 ,-1.558,-1.0,0,0,1
2019/10/09,07:21:59.0,285719.0,G05,48.000,33.2 ,-1.353,-1.0,0,0,1
2019/10/09,07:22:00.0,285720.0,G05,48.000,33.2 ,-1.234,-1.0,0,0,1
2019/10/09,07:22:01.0,285721.0,G05,48.000,33.2 ,-0.878,-1.0,0,0,1
2019/10/09,07:22:02.0,285722.0,G05,48.000,33.2 ,-0.682,-1.0,0,0,1
2019/10/09,07:22:03.0,285723.0,G05,48.000,33.2 ,-0.425,-1.0,0,0,1
2019/10/09,07:22:04.0,285724.0,G05,49.000,33.2 ,-0.354,-1.0,0,0,1
2019/10/09,07:22:05.0,285725.0,G05,49.000,33.2 ,-0.528,-1.0,0,0,1
2019/10/09,07:22:06.0,285726.0,G05,49.000,33.2 ,-1.273,-1.0,0,0,1
2019/10/09,07:22:07.0,285727.0,G05,49.000,33.2 ,-1.03,-1.0,0,0,1
2019/10/09,07:22:08.0,285728.0,G05,49.000,33.2 ,-0.573,-1.0,0,0,1
2019/10/09,07:22:09.0,285729.0,G05,49.000,33.2 ,-0.507,-1.0,0,0,1
2019/10/09,07:22:10.0,285730.0,G05,49.000,33.1 ,-0.413,-1.0,0,0,1
2019/10/09,07:22:11.0,285731.0,G05,49.000,33.1 ,-0.514,-1.0,0,0,1
2019/10/09,07:22:12.0,285732.0,G05,49.000,33.1 ,-0.492,-1.0,0,0,1
2019/10/09,07:22:13.0,285733.0,G05,49.000,33.1 ,-0.462,-1.0,0,0,1
2019/10/09,07:22:14.0,285734.0,G05,49.000,33.1 ,-0.065,-1.0,0,0,1
2019/10/09,07:22:15.0,285735.0,G05,49.000,33.1 ,-0.733,-1.0,0,0,1
2019/10/09,07:22:16.0,285736.0,G05,49.000,33.1 ,-1.101,-1.0,0,0,1
2019/10/09,07:22:17.0,285737.0,G05,49.000,33.1 ,-1.423,-1.0,0,0,1
2019/10/09,07:22:18.0,285738.0,G05,49.000,33.1 ,-1.503,-1.0,0,0,1
2019/10/09,07:22:19.0,285739.0,G05,49.000,33.1 ,-1.511,-1.0,0,0,1
2019/10/09,07:22:20.0,285740.0,G05,49.000,33.1 ,0.085,-1.0,0,0,1
2019/10/09,07:22:21.0,285741.0,G05,48.000,33.1 ,0.117,-1.0,0,0,1
2019/10/09,07:22:22.0,285742.0,G05,48.000,33.1 ,-0.05,-1.0,0,0,1
2019/10/09,07:22:23.0,285743.0,G05,48.000,33.1 ,5.839,-1.0,0,0,1
2019/10/09,07:22:24.0,285744.0,G05,48.000,33.1 ,5.615,-1.0,0,0,1
2019/10/09,07:22:25.0,285745.0,G05,47.000,33.1 ,5.731,-1.0,0,0,1
2019/10/09,07:22:26.0,285746.0,G05,47.000,33.0 ,4.349,-1.0,0,0,1
2019/10/09,07:22:27.0,285747.0,G05,47.000,33.0 ,2.943,-1.0,0,0,1
2019/10/09,07:22:28.0,285748.0,G05,47.000,33.0 ,1.949,-1.0,0,0,1
2019/10/09,07:22:29.0,285749.0,G05,47.000,33.0 ,1.073,-1.0,0,0,1
2019/10/09,07:22:30.0,285750.0,G05,47.000,33.0 ,0.045,-1.0,0,0,1
2019/10/09,07:22:31.0,285751.0,G05,46.000,33.0 ,-0.18,-1.0,0,0,1
2019/10/09,07:22:32.0,285752.0,G05,46.000,33.0 ,0.056,-1.0,0,0,1
2019/10/09,07:22:33.0,285753.0,G05,46.000,33.0 ,-0.05,-1.0,0,0,1
2019/10/09,07:22:34.0,285754.0,G05,46.000,33.0 ,0.085,-1.0,0,0,1
2019/10/09,07:22:35.0,285755.0,G05,47.000,33.0 ,0.209,-1.0,0,0,1
2019/10/09,07:22:36.0,285756.0,G05,46.000,33.0 ,0.305,-1.0,0,0,1
2019/10/09,07:22:37.0,285757.0,G05,46.000,33.0 ,0.476,-1.0,0,0,1
2019/10/09,07:22:38.0,285758.0,G05,46.000,33.0 ,0.821,-1.0,0,0,1
2019/10/09,07:22:39.0,285759.0,G05,46.000,33.0 ,0.686,-1.0,0,0,1
2019/10/09,07:22:40.0,285760.0,G05,46.000,33.0 ,0.88,-1.0,0,0,1
2019/10/09,07:22:41.0,285761.0,G05,46.000,33.0 ,0.663,-1.0,0,0,1
2019/10/09,07:22:42.0,285762.0,G05,46.000,33.0 ,0.681,-1.0,0,0,1
2019/10/09,07:22:43.0,285763.0,G05,46.000,32.9 ,0.196,-1.0,0,0,1
2019/10/09,07:22:44.0,285764.0,G05,46.000,32.9 ,0.156,-1.0,0,0,1
2019/10/09,07:22:45.0,285765.0,G05,46.000,32.9 ,0.104,-1.0,0,0,1
2019/10/09,07:22:46.0,285766.0,G05,46.000,32.9 ,0.168,-1.0,0,0,1
2019/10/09,07:22:47.0,285767.0,G05,46.000,32.9 ,0.22,-1.0,0,0,1
2019/10/09,07:22:48.0,285768.0,G05,46.000,32.9 ,0.144,-1.0,0,0,1
2019/10/09,07:22:49.0,285769.0,G05,46.000,32.9 ,-0.083,-1.0,0,0,1
2019/10/09,07:22:50.0,285770.0,G05,45.000,32.9 ,-0.358,-1.0,0,0,1
2019/10/09,07:22:51.0,285771.0,G05,46.000,32.9 ,-0.105,0.0,0,1,0
2019/10/09,07:22:52.0,285772.0,G05,45.000,32.9 ,0.339,0.0,0,1,0
2019/10/09,07:22:53.0,285773.0,G05,46.000,32.9 ,0.134,0.0,0,1,0
